id,first_name,second_name,team_code,team_name,type,cost,status,total_points,round,kickoff_time,opp_team_id,opp_team_name,was_home,team_h_score,team_a_score,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,opp_strength_overall_home,opp_strength_overall_away,opp_strength_attack_home,opp_strength_attack_away,opp_strength_defence_home,opp_strength_defence_away,minutes,yellow_cards,red_cards,goals_scored,own_goals,fouls,dribbles,saves,clean_sheets,goals_conceded,penalties_saved,errors_leading_to_goal,errors_leading_to_goal_attempt,clearances_blocks_interceptions,penalties_conceded,tackles,recoveries,big_chances_missed,offside,open_play_crosses,big_chances_created,key_passes,attempted_passes,completed_passes,assists,penalties_missed,tackled,target_missed,average_points,points
33,Charlie,Daniels,91,Bournemouth,2,51,a,64,6,24 Sep 15:00,6,Everton,True,1,0,950,1080,960,1100,970,1100,1100,1190,1190,1240,1180,1200,90.0,0.0,0.0,0.0,0.0,0.59999999999999998,1.0,0.0,0.20000000000000001,1.8,0.0,0.0,0.0,4.0,0.20000000000000001,0.80000000000000004,4.2000000000000002,0.0,0.0,0.80000000000000004,0.0,1.0,38.600000000000001,32.0,0.0,0.0,1.3999999999999999,0.20000000000000001,2.6,5
33,Charlie,Daniels,91,Bournemouth,2,51,a,64,7,01 Oct 15:00,18,Watford,False,2,2,950,1080,960,1100,970,1100,1070,1060,1015,1050,1015,1065,90.0,0.20000000000000001,0.0,0.0,0.0,0.59999999999999998,1.0,0.0,0.40000000000000002,1.2,0.0,0.0,0.0,4.4000000000000004,0.20000000000000001,0.59999999999999998,4.4000000000000004,0.0,0.0,0.80000000000000004,0.0,0.80000000000000004,37.0,29.199999999999999,0.0,0.0,1.8,0.40000000000000002,3.4,1
33,Charlie,Daniels,91,Bournemouth,2,51,a,64,8,15 Oct 15:00,7,Hull,True,6,1,950,1080,960,1100,970,1100,940,980,940,950,960,970,90.0,0.20000000000000001,0.0,0.0,0.0,0.40000000000000002,1.0,0.0,0.40000000000000002,1.3999999999999999,0.0,0.0,0.0,3.6000000000000001,0.20000000000000001,1.2,4.0,0.0,0.0,0.59999999999999998,0.0,0.40000000000000002,36.200000000000003,28.600000000000001,0.0,0.0,1.6000000000000001,0.40000000000000002,3.2,13
33,Charlie,Daniels,91,Bournemouth,2,51,a,64,9,22 Oct 12:30,17,Spurs,True,0,0,950,1080,960,1100,970,1100,1250,1290,1280,1355,1290,1315,90.0,0.20000000000000001,0.0,0.20000000000000001,0.0,0.20000000000000001,1.3999999999999999,0.0,0.40000000000000002,1.3999999999999999,0.0,0.0,0.0,4.4000000000000004,0.0,1.3999999999999999,5.2000000000000002,0.0,0.0,0.40000000000000002,0.0,0.80000000000000004,39.399999999999999,32.0,0.20000000000000001,0.0,1.8,0.20000000000000001,5.4,6
33,Charlie,Daniels,91,Bournemouth,2,51,a,64,10,29 Oct 15:00,12,Middlesbrough,False,2,0,950,1080,960,1100,970,1100,1010,1050,1025,1075,970,990,90.0,0.20000000000000001,0.0,0.20000000000000001,0.0,0.20000000000000001,0.59999999999999998,0.0,0.40000000000000002,1.3999999999999999,0.0,0.0,0.0,4.4000000000000004,0.0,1.2,5.5999999999999996,0.0,0.0,0.20000000000000001,0.0,0.80000000000000004,39.200000000000003,31.399999999999999,0.20000000000000001,0.0,1.6000000000000001,0.20000000000000001,5.0,1
33,Charlie,Daniels,91,Bournemouth,2,51,a,64,11,05 Nov 15:00,15,Sunderland,True,1,2,950,1080,960,1100,970,1100,950,980,950,970,980,1025,90.0,0.20000000000000001,0.0,0.20000000000000001,0.0,0.20000000000000001,0.80000000000000004,0.0,0.40000000000000002,1.0,0.0,0.0,0.0,5.4000000000000004,0.0,0.80000000000000004,5.7999999999999998,0.0,0.0,0.40000000000000002,0.20000000000000001,1.2,43.0,36.200000000000003,0.20000000000000001,0.0,1.0,0.20000000000000001,5.2,1
33,Charlie,Daniels,91,Bournemouth,2,51,a,64,12,19 Nov 15:00,14,Stoke,False,0,1,950,1080,960,1100,970,1100,1010,1040,970,1025,970,1065,90.0,0.0,0.0,0.20000000000000001,0.0,0.0,0.59999999999999998,0.0,0.20000000000000001,1.3999999999999999,0.0,0.0,0.0,5.7999999999999998,0.0,1.0,6.2000000000000002,0.0,0.0,0.20000000000000001,0.20000000000000001,1.6000000000000001,46.0,38.399999999999999,0.20000000000000001,0.0,0.80000000000000004,0.0,4.4,7
33,Charlie,Daniels,91,Bournemouth,2,51,a,64,13,27 Nov 14:15,1,Arsenal,False,3,1,950,1080,960,1100,970,1100,1290,1300,1300,1250,1300,1375,90.0,0.0,0.0,0.20000000000000001,0.0,0.0,0.80000000000000004,0.0,0.40000000000000002,1.0,0.0,0.0,0.0,6.7999999999999998,0.0,0.80000000000000004,6.4000000000000004,0.0,0.0,0.20000000000000001,0.20000000000000001,1.6000000000000001,43.399999999999999,35.600000000000001,0.20000000000000001,0.0,0.59999999999999998,0.0,5.6,0
33,Charlie,Daniels,91,Bournemouth,2,51,a,64,14,04 Dec 13:30,9,Liverpool,True,4,3,950,1080,960,1100,970,1100,1270,1310,1175,1210,1325,1420,72.0,0.0,0.0,0.0,0.0,0.0,0.40000000000000002,0.0,0.40000000000000002,0.80000000000000004,0.0,0.0,0.0,5.5999999999999996,0.0,0.59999999999999998,4.5999999999999996,0.0,0.0,0.20000000000000001,0.20000000000000001,1.2,33.600000000000001,27.199999999999999,0.0,0.0,0.40000000000000002,0.0,3.0,0
33,Charlie,Daniels,91,Bournemouth,2,51,a,64,15,10 Dec 15:00,3,Burnley,False,3,2,950,1080,960,1100,970,1100,940,1040,940,1125,925,1000,54.0,0.0,0.0,0.0,0.0,0.0,0.40000000000000002,0.0,0.20000000000000001,0.80000000000000004,0.0,0.0,0.0,4.4000000000000004,0.0,0.59999999999999998,3.6000000000000001,0.0,0.0,0.20000000000000001,0.20000000000000001,1.0,26.800000000000001,22.0,0.0,0.0,0.40000000000000002,0.0,1.8,10
33,Charlie,Daniels,91,Bournemouth,2,51,a,64,16,13 Dec 19:45,8,Leicester,True,1,0,950,1080,960,1100,970,1100,1075,1190,1000,1240,1075,1100,54.0,0.0,0.0,0.20000000000000001,0.0,0.0,0.20000000000000001,0.0,0.20000000000000001,1.0,0.0,0.0,0.0,5.2000000000000002,0.0,0.80000000000000004,3.3999999999999999,0.0,0.0,0.0,0.0,1.0,27.800000000000001,23.0,0.0,0.0,0.20000000000000001,0.0,3.6,6
